"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022613","ribonucleoprotein complex biogenesis","124/2347","494/18805",0.251012145748988,2.01119872211748,8.60076521353108,6.64844585628786e-15,3.55812734145151e-12,3.10282013790582e-12,"6228/6201/9045/3320/6223/6125/6191/6129/6175/6194/6233/6229/51575/6189/6165/6206/3921/3326/6130/58155/6208/6202/5591/51106/7514/7520/6135/6209/4869/23521/5901/6193/10528/6628/51747/10728/196074/55636/10713/6169/6936/79066/6629/6155/10412/6203/8894/5303/6152/6232/6230/24148/23517/8562/4931/6430/54496/1975/6733/130916/55759/3646/23020/1964/22889/6732/9669/23451/64282/6634/57109/8886/708/1653/27161/9879/10521/6210/23450/6227/6632/472/29102/9129/23076/10772/6207/10594/51018/1660/27340/6217/8667/10658/7458/22907/10992/2197/96764/285855/4927/10557/51386/11325/11056/1968/22868/6234/84128/55127/10907/1207/6431/10181/6433/8607/10199/54680/2752/192669/51602/22803/91746/103",124
"GO:0033044","regulation of chromosome organization","76/2347","244/18805",0.311475409836066,2.49565193096174,8.88010090818238,9.93126696360904e-15,4.87211405123054e-12,4.24866570013345e-12,"3320/1063/8658/196528/546/23293/57492/9735/6714/7520/4216/140609/8289/286053/10728/5885/7203/8379/3181/55719/84861/64682/1499/6601/201161/9274/79648/26054/6598/56252/4931/55869/7175/3192/10051/29117/10664/79677/55755/51433/64282/7528/10576/10574/9031/472/5073/5925/6597/7756/10575/10694/51434/5594/8452/51377/8550/4000/6599/55193/23049/3178/996/324/22948/51112/348654/55795/908/23137/26354/55743/3184/8607/7874/54617",76
"GO:0051028","mRNA transport","52/2347","136/18805",0.382352941176471,3.06354795859545,9.12045762938774,1.81446811608884e-14,8.21674907647308e-12,7.16531255236054e-12,"23089/10644/10642/10643/8658/23293/7514/8087/65110/3181/84321/57097/9984/7175/10128/6432/26019/65109/7979/6396/23279/23225/6428/65125/55746/25909/29072/8106/56943/8021/8888/23165/64901/9631/57122/1660/23049/3178/9688/4927/23144/55421/55795/22794/1977/53371/155435/26993/57187/9972/5903/91746",52
"GO:0051168","nuclear export","60/2347","174/18805",0.344827586206897,2.76288144807017,8.82211644282202,4.31317101139031e-14,1.81368841028962e-11,1.58160413703387e-11,"57510/5784/23293/7514/1434/6209/4869/23039/5901/3181/6741/84321/11052/51496/9984/7175/55051/26019/7979/2932/55437/23279/6428/65125/7531/55746/29072/8106/7040/56943/8021/8888/7329/10541/5310/64901/9631/57122/1660/23049/3178/10892/9688/4927/55421/55795/22794/1977/9147/155435/26993/57187/11315/9972/5494/64328/5903/23325/91746/103",60
"GO:0000375","RNA splicing, via transesterification reactions","92/2347","340/18805",0.270588235294118,2.16804932454447,8.20765555096153,2.15876197674948e-13,8.47242117141612e-11,7.38826818288225e-11,"9584/4691/58155/51319/25766/65110/220988/27316/6628/51747/10713/3181/10283/283375/6936/56259/79066/3312/6629/3609/24148/23517/22913/6430/3192/54496/26986/8621/6733/23543/55660/6432/23020/65109/22889/3187/6732/23451/55285/6634/708/29896/1653/9879/6428/10521/143884/55147/55082/23450/6632/10180/6651/9129/10236/3189/988/10772/5978/94104/10594/55596/1660/10921/10250/10658/6427/22985/11100/5411/10992/1859/1659/3178/96764/1153/3190/22794/11325/10492/26528/4670/9716/10907/1207/6431/10181/6433/10199/58517/6434/91746",92
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","91/2347","336/18805",0.270833333333333,2.17001313733845,8.17206520664202,2.75637169417832e-13,9.54515303742811e-11,8.32373049690878e-11,"9584/4691/58155/51319/25766/65110/220988/27316/6628/51747/10713/3181/10283/283375/6936/56259/79066/3312/6629/3609/24148/23517/22913/6430/3192/54496/26986/8621/6733/23543/55660/6432/23020/65109/22889/3187/6732/23451/55285/6634/708/29896/1653/9879/6428/10521/143884/55147/55082/23450/6632/10180/6651/9129/10236/3189/988/10772/5978/94104/10594/55596/1660/10921/10250/10658/6427/22985/11100/5411/10992/1859/1659/3178/96764/1153/3190/22794/11325/10492/26528/4670/9716/10907/1207/6431/10181/6433/58517/6434/91746",91
"GO:0000398","mRNA splicing, via spliceosome","91/2347","336/18805",0.270833333333333,2.17001313733845,8.17206520664202,2.75637169417832e-13,9.54515303742811e-11,8.32373049690878e-11,"9584/4691/58155/51319/25766/65110/220988/27316/6628/51747/10713/3181/10283/283375/6936/56259/79066/3312/6629/3609/24148/23517/22913/6430/3192/54496/26986/8621/6733/23543/55660/6432/23020/65109/22889/3187/6732/23451/55285/6634/708/29896/1653/9879/6428/10521/143884/55147/55082/23450/6632/10180/6651/9129/10236/3189/988/10772/5978/94104/10594/55596/1660/10921/10250/10658/6427/22985/11100/5411/10992/1859/1659/3178/96764/1153/3190/22794/11325/10492/26528/4670/9716/10907/1207/6431/10181/6433/58517/6434/91746",91
"GO:0071826","protein-RNA complex organization","71/2347","237/18805",0.29957805907173,2.40032611880864,8.19245256896136,6.32033908404134e-13,2.06710201043063e-10,1.80259027560641e-10,"3320/6223/6125/3921/3326/58155/6208/5591/7520/6135/6209/23521/6193/6628/51747/10728/10713/6169/6936/6629/8894/6152/6232/24148/8562/4931/6430/54496/1975/6733/3646/23020/22889/6732/23451/6634/1653/27161/9879/23450/6632/472/3799/9129/10772/10594/1660/8667/10658/7458/7415/22907/10992/2197/96764/23197/51386/11325/1968/22868/6234/10907/1207/6431/10181/6433/8607/54680/192669/91746/103",71
"GO:0022618","protein-RNA complex assembly","68/2347","228/18805",0.298245614035088,2.38965009455894,7.9722008432439,2.43834636321562e-12,7.55502370539491e-10,6.5882632761233e-10,"3320/6223/6125/3921/3326/58155/6208/5591/7520/6135/6209/23521/6193/6628/51747/10728/10713/6169/6936/6629/8894/6152/6232/24148/8562/4931/6430/54496/1975/6733/3646/23020/22889/6732/23451/6634/1653/27161/9879/23450/6632/472/9129/10772/10594/1660/8667/10658/7458/22907/10992/2197/96764/51386/11325/1968/22868/6234/10907/1207/6431/10181/6433/8607/54680/192669/91746/103",68
"GO:0043484","regulation of RNA splicing","58/2347","187/18805",0.310160427807487,2.48511582655296,7.70739742632335,1.71771791296869e-11,4.84514336450994e-09,4.22514625244114e-09,"55796/8464/9584/4691/58155/65110/2521/27316/389677/9991/283375/27332/79066/3192/6733/23543/6432/65109/3187/6732/708/29896/6428/10521/55147/92906/55082/23450/8295/6651/56943/55578/23076/284695/3189/23326/10772/6207/5978/10921/10250/10658/6427/22985/1859/3178/1153/3190/22927/26528/1195/1207/6431/10181/6433/58517/6434/91746",58
"GO:0006405","RNA export from nucleus","38/2347","96/18805",0.395833333333333,3.17155766226388,8.05517225425997,1.72835078401068e-11,4.84514336450994e-09,4.22514625244114e-09,"57510/23293/7514/5901/3181/6741/84321/11052/9984/7175/55051/26019/7979/23279/6428/65125/55746/29072/8106/56943/8021/8888/9631/57122/1660/23049/3178/9688/4927/55421/55795/22794/1977/155435/26993/57187/9972/91746",38
"GO:0000723","telomere maintenance","52/2347","162/18805",0.320987654320988,2.57186742203075,7.58767389776111,4.59229714123608e-11,1.20226518076102e-08,1.04842020984176e-08,"3320/8658/3326/546/23293/54537/6714/152485/5591/7520/4216/5981/140609/286053/7486/10728/55183/7203/3181/55719/149840/1499/56252/4931/55869/3192/2547/6117/79677/64282/7528/10576/10574/472/5073/10575/10694/5594/51377/8550/4000/23049/3178/79618/22948/908/23137/26354/3184/8607/7874/54617",52
"GO:0006417","regulation of translation","106/2347","451/18805",0.235033259423503,1.88317019320792,7.16903082278512,4.69714611134763e-11,1.20226518076102e-08,1.04842020984176e-08,"10644/10642/6188/6125/6191/10643/8518/131405/6197/6311/4691/1457/124540/6208/5591/23019/55005/8087/65110/4869/10399/23521/23112/1611/6741/26610/6169/5315/79828/6203/55037/9698/3609/23367/8507/55140/7175/3192/26986/5813/1975/10128/3646/8440/65109/57472/5610/9669/6726/23369/23173/26058/708/1653/27161/85451/4076/25904/51123/27230/27102/27327/253943/57690/9811/1994/440275/26135/51654/29883/9470/4848/23107/51247/1660/1938/3658/26065/8667/10658/7458/8550/60678/1974/23/55132/1982/1153/10767/1656/55095/9125/54517/22794/29904/1977/22927/10492/4904/22868/9933/55250/3184/79712/208/192669",106
"GO:0032204","regulation of telomere maintenance","41/2347","112/18805",0.366071428571429,2.93309468013878,7.74846670219495,5.23084002090044e-11,1.28308146679337e-08,1.11889503429524e-08,"3320/8658/546/23293/6714/7520/4216/140609/286053/10728/7203/3181/55719/1499/56252/4931/55869/3192/79677/64282/7528/10576/10574/472/5073/10575/10694/5594/51377/8550/4000/23049/3178/22948/908/23137/26354/3184/8607/7874/54617",41
"GO:0048193","Golgi vesicle transport","79/2347","306/18805",0.258169934640523,2.06854947631659,7.11662955530186,1.31986255016526e-10,3.10801233312916e-08,2.71030301353937e-08,"51542/80055/83696/84501/23233/134957/10399/127018/3993/114815/64764/10466/57020/10945/55614/57511/23062/51594/3064/60412/7405/29959/10564/4905/50807/10890/6396/9648/54520/54536/143187/6683/288/9321/10483/22796/150684/1523/26088/128637/9522/163882/26984/22872/27072/55763/22818/27032/374868/6643/80230/8773/10484/8452/9276/51290/7415/57533/57120/84272/10434/8729/81693/51112/10959/23256/10079/51614/9217/9527/4253/375056/8774/9135/1315/8943/5584/22937/53407",79
"GO:0006302","double-strand break repair","82/2347","323/18805",0.253869969040248,2.034096620282,7.07914868493753,1.44980094139581e-10,3.28268390076812e-08,2.86262315432686e-08,"8091/672/7468/441161/4436/83990/4255/196528/253714/1457/23514/5890/57492/54537/3146/5591/7520/84501/84515/2521/64710/54799/8289/286053/7486/55183/5885/55719/149840/5893/7158/6601/7913/9274/6598/23613/7405/1387/29117/2547/6117/79677/23126/10213/55159/7979/7528/26122/708/1653/57223/7336/80314/472/8295/51111/29072/6597/254225/151987/23028/57634/22992/25/56916/254394/9643/7415/6599/55193/5422/348654/25836/23137/10933/10097/7334/2140/5536/1161/8607/54617",82
"GO:0006282","regulation of DNA repair","64/2347","227/18805",0.281938325991189,2.25899029410495,7.20657595664657,1.51796399273522e-10,3.30972371304898e-08,2.88620288209344e-08,"8091/672/6188/7468/441161/8464/4255/196528/1457/23514/23201/57492/54537/3146/5591/84501/2521/8505/54799/8289/55183/55719/149840/5893/7158/6601/7913/9274/6874/6598/1387/29117/7528/26122/708/57223/7336/80314/23450/8295/51111/29072/6597/6873/56943/55578/254225/151987/23326/23028/57634/25/1660/51377/9643/6599/55193/10933/10097/7334/2140/1161/8607/54617",64
"GO:0072594","establishment of protein localization to organelle","107/2347","467/18805",0.229122055674518,1.8358075232038,6.90687933942157,1.87435760712698e-10,3.94083686898449e-08,3.43655716163846e-08,"100131208/3320/3329/23514/51542/5071/152485/1434/55705/4869/196294/3841/89853/5901/6727/51366/9804/948/1386/7203/2033/9520/83943/9349/3312/11142/4836/4775/51684/3837/9530/8546/57506/22863/7175/56947/130916/3309/10651/10890/7341/6726/6396/9648/10055/28972/84268/9789/158234/5469/10574/5195/23355/999/55746/79158/55608/7040/8021/5599/26517/10575/27072/6721/25782/22930/1994/64901/11331/9631/57122/9512/5898/3839/4000/9765/10075/55122/80208/3308/9688/93974/4927/22948/6789/5194/11231/8720/25836/23471/55198/908/53371/23788/137492/754/1432/9972/29103/7332/3301/7874/8943/5903/8031/103/7251",107
"GO:0007064","mitotic sister chromatid cohesion","19/2347","31/18805",0.612903225806452,4.91079896092472,8.22926538986493,1.98952874659097e-10,4.03874335557967e-08,3.52193528026286e-08,"8658/546/286053/5885/10274/55719/55869/9126/23126/23244/5925/23047/23383/80218/8243/10735/25836/23137/114799",19
"GO:0051054","positive regulation of DNA metabolic process","76/2347","293/18805",0.25938566552901,2.07829034523777,7.02483281867938,2.33245397559115e-10,4.57705218476836e-08,3.99136071542387e-08,"672/6188/3320/7468/441161/5983/4436/8658/4255/196528/546/23514/79915/23201/57492/54537/3146/5591/2264/4216/84501/2521/140609/54799/8289/7486/10728/55183/7203/3181/55719/149840/7158/1499/6601/9274/6598/4931/1387/29117/6742/7528/26122/10576/7336/80314/10574/472/8295/5073/51111/6597/7040/10575/10694/5594/57634/1660/51377/9643/8550/6599/55193/3178/22948/908/10933/10097/466/26354/7334/2140/3184/1161/8607/54617",76
"GO:1903311","regulation of mRNA metabolic process","94/2347","404/18805",0.232673267326733,1.86426109590081,6.63144345655646,1.03238162474956e-09,1.96052600803247e-07,1.70965201490784e-07,"10644/10642/10643/131405/9584/4691/23318/9475/23019/8087/65110/2521/4869/23112/27316/129563/283375/79066/9698/9530/23367/51594/3192/5578/26986/6733/23543/8148/55051/6432/65109/57472/6732/23369/64282/4850/26058/708/79068/29896/27161/4076/6428/10521/55147/25904/149041/55082/5073/54542/6651/27327/253943/57690/10772/5978/1994/26135/29883/4848/1660/10921/10250/3658/10658/6427/22985/55132/1859/3178/1153/3190/55095/79882/9125/55795/22794/10492/79577/4904/26528/22868/155435/1432/3184/1207/6431/10181/6433/23589/58517/6093/6434/91746",94
"GO:0000209","protein polyubiquitination","69/2347","264/18805",0.261363636363636,2.09413855211682,6.76084289703779,1.09923579528734e-09,2.00347269253013e-07,1.74710313026373e-07,"672/1728/131405/55626/8658/90025/3093/5071/84937/7267/257218/9666/9781/51366/83737/9520/81790/26263/64682/1499/57674/10277/387921/143279/80196/51433/4012/54778/7336/149041/11060/10477/8405/54542/54476/8945/7337/54926/7322/119504/2874/1643/23219/51434/63893/81545/8452/9320/10075/10393/64839/22980/996/55905/7324/10616/23759/6872/7334/55743/7328/8065/1161/26268/7332/23304/8454/7326/23295",69
"GO:0040029","epigenetic regulation of gene expression","77/2347","308/18805",0.25,2.00308904985087,6.70281659963159,1.12306096234914e-09,2.00347269253013e-07,1.74710313026373e-07,"8091/672/3070/80312/23318/546/57492/6594/23468/3146/3720/2146/55729/7644/5926/51366/8289/55617/55183/1386/2033/1788/23512/29028/9070/51742/201161/54790/6598/55869/3066/7175/22823/3192/54496/29117/353274/200424/55051/10664/51535/10927/434/9869/8545/11146/54737/5927/4297/11335/55904/80314/9425/5925/6597/22880/8493/8085/8520/23028/1786/54454/84656/56916/1642/4000/10336/9320/1859/3190/25942/3930/5290/11176/7874/23304/91746",77
"GO:0098727","maintenance of cell number","55/2347","191/18805",0.287958115183246,2.30722298935703,6.85708673439418,1.25353416297294e-09,2.17045753453579e-07,1.8927201587675e-07,"10642/8091/8202/657/80312/23318/259266/84678/84750/23019/5108/23506/2146/5926/129563/79595/8289/55183/673/2176/1499/51742/9274/79648/6598/3066/6926/22823/9126/65980/84376/23168/5928/51123/3516/6597/5894/22882/5978/1994/4848/1000/6599/8243/1656/58516/1977/25942/25836/23137/79577/10730/26354/10413/9442",55
"GO:0019827","stem cell population maintenance","54/2347","187/18805",0.288770053475936,2.31372852816999,6.81793816742678,1.58073073451963e-09,2.65878909546202e-07,2.31856354654203e-07,"10642/8091/8202/657/80312/23318/259266/84678/84750/23019/5108/23506/5926/129563/79595/8289/55183/673/2176/1499/51742/9274/79648/6598/3066/6926/22823/9126/65980/84376/23168/5928/51123/3516/6597/5894/22882/5978/1994/4848/1000/6599/8243/1656/58516/1977/25942/25836/23137/79577/10730/26354/10413/9442",54
"GO:0034504","protein localization to nucleus","79/2347","322/18805",0.245341614906832,1.96576440917042,6.60094383747007,1.74638305013856e-09,2.85582139337936e-07,2.49038308056308e-07,"3320/6714/7514/6135/1434/55705/4869/3841/5901/51366/948/7486/1386/7203/2033/9349/11142/4775/51684/3837/57506/83860/4931/7175/3192/1387/5532/7341/6396/2932/84268/10576/9113/54971/5469/10574/7531/999/7534/9500/55746/7040/8021/10575/10694/5910/1994/64901/11331/9631/57122/56957/3839/4000/55122/80208/9688/4927/22948/6789/23515/25942/23607/8720/55198/908/53371/754/1432/55127/11315/10413/9972/114882/200576/2752/5903/23353/103",79
"GO:0000956","nuclear-transcribed mRNA catabolic process","41/2347","124/18805",0.330645161290323,2.64924680786728,6.95808246552521,1.86711701983091e-09,2.97073456641746e-07,2.59059166592187e-07,"10642/23293/23019/65110/23112/129563/6741/51594/3192/26986/26019/3646/65109/57472/64282/4850/27161/4076/25904/149041/472/5073/54542/27327/57690/9811/29883/4848/1660/10921/84186/23049/167153/10767/55095/9125/22794/10492/4904/3184/22803",41
"GO:0048024","regulation of mRNA splicing, via spliceosome","38/2347","111/18805",0.342342342342342,2.74296878898498,6.95493567496342,2.39910347545836e-09,3.71671635790088e-07,3.24111569246826e-07,"9584/4691/65110/27316/283375/79066/3192/6733/23543/6432/65109/6732/708/29896/6428/10521/55147/55082/6651/10772/5978/10921/10250/10658/6427/22985/1859/3178/1153/3190/26528/1207/6431/10181/6433/58517/6434/91746",38
"GO:2000779","regulation of double-strand break repair","45/2347","145/18805",0.310344827586207,2.48659330326315,6.78599430062874,3.03095928070544e-09,4.57519417577254e-07,3.98974046207839e-07,"8091/7468/441161/4255/196528/1457/23514/57492/54537/5591/84501/2521/54799/8289/55183/55719/149840/7158/6601/7913/9274/6598/1387/29117/26122/708/57223/7336/80314/8295/51111/29072/6597/254225/151987/23028/57634/25/9643/6599/55193/10933/10097/7334/8607",45
"GO:0007059","chromosome segregation","97/2347","431/18805",0.225058004640371,1.80324489870566,6.37056413397783,3.57411515772642e-09,5.26020398338385e-07,4.58709463795572e-07,"672/6188/7153/9874/83990/1063/8658/196528/1457/259266/57492/25936/9735/81624/23421/140609/5901/401541/129563/27436/8289/286053/5885/8379/203068/10464/10274/23122/56852/5501/84861/29899/64682/3837/6601/9698/9274/9371/26054/3796/6598/7175/3192/7405/57820/10051/11011/29117/10664/9126/79677/55755/9391/51433/6732/51115/23369/9113/4733/55125/9031/472/5925/23332/6597/7756/7329/51434/56916/1642/8452/23383/26065/1778/6599/55193/996/324/8243/10735/51112/348654/55795/10426/25836/23137/10097/26993/9611/55743/55844/1104/64210/292/23353/54617/56647",97
"GO:0140694","membraneless organelle assembly","96/2347","427/18805",0.224824355971897,1.80137282234833,6.32546651006747,4.5503078936915e-09,6.53357623662485e-07,5.69752287484813e-07,"6228/672/6188/6223/6125/6713/6311/5563/1063/8658/7429/3921/259266/636/200539/6208/9735/6714/5591/23019/81624/71/7520/6135/6209/8087/2521/4869/3880/140609/6193/7840/203068/10464/10274/23122/6169/29899/3837/55269/6152/9371/26054/6232/57674/3796/7175/3192/9662/130916/9126/1964/9855/55755/23126/57472/284001/9669/23369/708/27161/4076/65125/149041/4733/55125/23215/23332/9898/7756/11273/27327/253943/29883/8760/1642/4848/26065/22907/4205/1778/2197/8243/10735/51112/1153/1656/10426/22868/9611/6234/9100/1104/25914/54617/56647",96
"GO:1904358","positive regulation of telomere maintenance via telomere lengthening","17/2347","29/18805",0.586206896551724,4.69689846171929,7.52364196568786,4.80123445246594e-09,6.72973029087309e-07,5.86857654753794e-07,"3320/8658/140609/10728/7203/3181/1499/10576/10574/472/5073/10575/10694/3178/22948/908/3184",17
"GO:0032212","positive regulation of telomere maintenance via telomerase","16/2347","26/18805",0.615384615384615,4.93068073809446,7.57375671583971,5.09867300583334e-09,6.98043906635834e-07,6.08720397783334e-07,"3320/8658/140609/10728/7203/1499/10576/10574/472/5073/10575/10694/3178/22948/908/3184",16
"GO:0045739","positive regulation of DNA repair","43/2347","138/18805",0.311594202898551,2.49660374329239,6.66349756980859,5.89358839587171e-09,7.88535338329472e-07,6.87632311164266e-07,"672/6188/441161/4255/196528/23514/23201/57492/54537/3146/5591/84501/2521/54799/8289/55183/55719/149840/6601/9274/6598/1387/29117/7528/26122/7336/80314/8295/51111/6597/57634/1660/51377/9643/6599/55193/10933/10097/7334/2140/1161/8607/54617",43
"GO:0006406","mRNA export from nucleus","29/2347","75/18805",0.386666666666667,3.09811106376935,6.87516861770158,7.96025762904961e-09,1.04137859249367e-06,9.08121086710525e-07,"23293/7514/3181/84321/9984/7175/26019/7979/23279/6428/65125/55746/29072/8106/56943/8021/8888/9631/57122/23049/9688/4927/55421/55795/22794/1977/26993/57187/91746",29
"GO:0031507","heterochromatin formation","47/2347","160/18805",0.29375,2.35362963357478,6.4933944860516,9.79222744200329e-09,1.25319223806681e-06,1.09283050880206e-06,"8091/672/3070/546/6594/23468/3146/3720/2146/55729/51366/55183/1788/23512/201161/55869/3066/7175/3192/55051/10664/51535/10927/9869/54737/5927/4297/11335/9425/5925/6597/22880/8493/8085/8520/1786/56916/4000/10336/9320/1859/3190/25942/3930/11176/23304/91746",47
